s vism_ra vism_dec KOM F Q D
0.06059711431225995 120.47647572449208 19.215550759978328 308.5063522764576 12.824925745758867 15.998209017901928 0.04238145250442621
0.02348250535922006 112.88980182318952 47.958771884895725 271.36701487869874 11.865468732436582 12.748059206125157 0.09960714173481884
0.023522452017843653 114.3978643547693 47.50880776271931 272.3012850084598 12.147850287583676 12.591561516456288 0.09949812407371579
0.016616468251493155 22.58551669210694 30.864421535039344 197.5880306519121 5.324459508860111 21.585745253715803 0.1488038868309102
0.016184951707097536 25.06508350917137 30.119324118623208 197.46956298695818 5.289682122771616 22.402361278266035 0.15262509278183303
0.03255076382589397 69.57585145712396 72.28209422436882 252.33031619523848 3.1211299514754387 14.328618479073004 0.07522373618453335
0.03255076382589397 69.57585145712396 72.28209422436882 252.33031619523848 3.1211299514754387 14.328618479073004 0.07522373618453335
0.025930430888544725 -17.184783321451963 41.25789831208687 192.1096058845305 2.619732747305335 14.02970474539793 0.0932927938629207
0.026904125828008694 -16.42239150327228 44.38531295132009 193.91445468801697 3.538702967646878 15.086579533126283 0.0890728798611904
0.026904125828008694 -16.42239150327228 44.38531295132009 193.91445468801697 3.538702967646878 15.086579533126283 0.0890728798611904
0.01854985956741549 49.36219074703793 54.92904115678202 228.1577872132634 12.953455929999423 12.939443045306437 0.12009180456233791
0.03542220274973325 -55.71369365275651 9.296108938790285 166.34903899978787 6.5504202454664116 15.513602516481694 0.06921512531163365
0.03537035946622391 -58.93428593676711 -2.24507051535565 157.14813310289023 0.16535036312535167 16.618128299967655 0.06994893246551476
0.03882456107141674 -32.78044394771402 52.540347838522244 194.57352991866009 3.5053557548106724 14.420338949872571 0.06358242666154276
0.024645372407645538 -7.674218773412122 45.34103085105307 197.1224998204129 1.2619000455354072 25.432314471348672 0.09891604249799493
0.016023111978879415 154.94330359449572 15.446019664685167 287.20956308981283 8.329816177407025 23.309035089306256 0.14138011436969142
0.01594486306897732 61.51718084736835 46.45145944874119 219.3400644057518 1.8381962057805499 17.79623251667836 0.15653970056580319
0.01594486306897732 61.51718084736835 46.45145944874119 219.3400644057518 1.8381962057805499 17.79623251667836 0.15653970056580319
0.019188036781604096 48.103733350722045 56.609379507402224 227.02488635525444 10.737423700256883 13.879149079421076 0.11678326395391746
0.03141255591315894 95.50051642764822 60.4295324387302 267.4290854428676 0.7479820475123597 18.283281889164904 0.0771142296049831
0.04125295796415767 34.11623403998542 80.35251828679132 236.5439134749735 2.222035245521629 13.613540900478657 0.05886682893081345
0.04125295796415767 34.11623403998542 80.35251828679132 236.5439134749735 2.222035245521629 13.613540900478657 0.05886682893081345
0.026330010516128682 98.61354530811369 53.30623418808571 267.64851595843163 7.72966737706426 17.624378220104674 0.083347035737851
0.03564978239467602 -57.997017579334695 -39.04447863837284 134.67955627282217 8.951506702343854 22.991263528113755 0.06151607490728969
0.03564978239467602 -57.997017579334695 -39.04447863837284 134.67955627282217 8.951506702343854 22.991263528113755 0.06151607490728969
0.018379683936895583 78.40733309386306 56.44111303226743 242.40159012929536 10.52471880469278 13.389755728284328 0.12553671443058959
0.03636722886727889 86.30487244381794 64.88807704398533 264.42039109329136 2.723682496699414 16.534794176318492 0.06579443374728848
0.025574358423210073 -46.4624702020746 -38.119268184452245 143.28450500216397 4.142035521337197 17.86998786478687 0.09932649063187497
