s zeta vism_zeta KOM F Q D
0.27112551524400413 129.88521552852788 -13.569284513609782 206.53185097240888 5.532262264527013 3.2904701955935955 0.17346935064940086
0.261185002687205 131.45290798098634 -12.079457070428976 209.28810654656408 7.772288750188096 2.7745447406554526 0.17241885141804075
0.2786370682279461 131.17676802537022 -15.930551102306312 209.78033180243264 4.697304153919479 4.523560867655591 0.1696237593268125
0.3140037320075945 132.84327106810878 -25.533404059995547 206.46516611680843 4.284762161323071 5.281299783715882 0.155576976681631
0.30568307534390576 134.188003025338 -23.89251486595644 208.37067053078255 3.82819059772377 4.942028420669973 0.16139426765265605
0.301538099227165 134.35520913814622 -23.638810095448807 208.49528051039 3.092982807931626 4.243003311279523 0.15836166035298951
0.2890163630028227 131.68815048902087 -18.557953786360645 208.78398565310235 3.038160203147116 5.099857620441448 0.1693701808869318
0.30793415828255966 131.79464115437554 -24.53667296874248 208.74173283973406 3.10696566819186 3.343713798972802 0.15056786421308999
0.32623465936831403 133.20230777846626 -27.059737037413235 209.3369322684232 5.819884365901617 3.9805710357877526 0.1575537817546743
0.32170881681533225 133.59941442174244 -26.96473854290389 209.41853927508936 7.2982312012591155 3.6822958694726564 0.15596300970430696
0.3258550663863654 125.04200381425849 -26.6200344243766 202.76092315773374 1.8540293867095716 5.142408144704765 0.1437461712055584
0.3002408076258089 128.66979279698302 -21.964719941438027 204.5179937787529 7.1000090759379155 5.014853799713304 0.155353468071834
0.3243997364817096 125.28951868461712 -26.26729189947094 203.35807652984982 8.432087537049366 3.696361339371784 0.1461309266630836
0.289822595028698 129.23311943977856 -16.77738122481254 207.17074512745756 5.24716934671369 5.643533597513519 0.17414513785516875
0.314503006512407 127.51831012946789 -23.510296785051793 203.9318006107039 1.3342639544991934 4.12495327192786 0.1586821865721969
0.29565121510070774 133.23973803880259 -21.09570705277766 208.86305934370762 6.2241651901490735 4.4930150343712665 0.1652538908600256
0.2815793959803474 129.00622655655076 -15.202989247442392 207.985304938875 13.053696127331023 10.237965532882288 0.1767725619093944
0.2902125880357012 125.8514229159144 -18.723198399892198 202.9133490800463 1.6376893411625275 4.097860105023093 0.15862809745862128
0.29009019286202475 130.43446384121626 -17.52237294790131 206.36930500161085 2.8535364208138123 7.478822100809219 0.17307087772139979
0.30970041043549323 134.41861124516652 -24.102334592587894 207.45496876247972 1.872249656130526 6.09919262930599 0.1652788591912378
0.315623601130474 135.33400365972454 -25.582295450254797 208.98837936186433 1.8716695262430423 6.431143847037713 0.16528628040908105
0.3144341464415341 134.14161162654523 -25.35016473518288 208.18500465426638 2.5925460818416246 7.105139590669051 0.16163344986346767
0.31386477879438657 131.2474148633865 -25.58506307147506 206.46128367047984 4.1929912160712846 5.842712026760511 0.15149317701739454
0.33330291031034975 132.2873633070643 -27.4393382725521 207.06841364491788 3.2311407310748232 4.383094407365254 0.16407090033743033
0.2770857464721976 129.97808115021505 -18.554990784216805 209.5314112818979 3.296009213741679 9.491707985777122 0.15019776600348142
0.3112619423321621 134.7788169781127 -23.62167063432534 208.18937914858384 15.697249730593613 7.070839567353201 0.17232057383696495
0.3212983031440161 132.4610058859481 -27.12399279984934 208.22202138566146 10.861379271966642 4.311651826298753 0.15091106002915664
0.3351119658402459 128.38344450226103 -27.94030709084109 204.38251494486832 8.337267925659173 4.365746863492182 0.15206461780665848
0.2782022960567127 132.93839104262992 -14.063841466485052 207.48677080700799 7.173149155165346 4.083486047140399 0.18661346567138162
0.2764202415849615 132.26914145331807 -14.179325395428569 208.05677972455274 11.173165020765282 2.9569006450678486 0.1807678137257282
0.2667170376144561 133.48159700328569 -10.492085866471777 207.5378130463802 3.54343427449325 8.096060544227306 0.19064162045095676
0.33513804369608907 131.31248096281766 -29.726976191260682 207.12789113752507 2.3971165317235688 11.592958362648442 0.146022280453254
0.2382712396612548 131.7408835184851 -1.538436063188831 207.26423193038534 11.717155732026622 5.893904008527391 0.19605186292930557
0.3538363905537442 131.36708713767229 -32.44550113348694 205.67873293194083 3.804044957484563 6.1169271690941995 0.13926145008899193
0.34746471087016795 128.81449816016448 -30.273342768711927 207.91607219212776 23.009257206946188 3.636251705075943 0.14402336367793175
0.3014712726860594 128.48980588987203 -21.260006270318787 205.03781822372676 1.6457103729142757 5.920484279547095 0.15851663129112104
0.32285220258334935 128.43062450339917 -26.833150403853868 205.49902653999513 2.53656821789547 6.567848841235964 0.142185836602562
0.28297154635956073 129.37026130618065 -17.866244949721924 208.79896627063385 1.2145706249687682 9.588716204554741 0.15662242484020872
0.2739422612698082 127.79405564814525 -16.477934913047246 208.48986881548424 3.6706433504133242 7.023149148380629 0.15666709550781877
0.30417430315508814 130.35705226465944 -24.432924345995 206.98745035341554 1.9968665739344065 4.808836212103581 0.14385063989510527
0.28085754190615264 135.40843736578523 -15.0943082774157 210.55150569920923 4.415876625799205 3.614569304519773 0.188635129637133
0.3002346616631796 132.91376241378086 -18.284184689455575 209.2358322107813 4.697003876466936 4.120657680076732 0.1856186283132344
0.3060304692829437 129.34430056808816 -24.238601919575345 207.77639327387726 5.004265499894389 5.295747873891286 0.14301033942833458
0.2988884171736479 127.75760110041105 -22.487945042923855 206.2515825051756 3.4739141001905067 5.453949661572198 0.14680963098115213
0.3184099164001878 128.20701081420896 -24.26756301605901 205.8203421865245 4.001705839955943 5.8578349883276335 0.1580599197761956
0.30883614868575343 128.46072461871606 -21.468295858061026 203.91426097964543 1.543247638307021 7.502182936908587 0.16504303768121714
0.26570910086942817 132.83606766019219 -13.072038539527323 211.1561877605759 7.675873114442489 4.142608855147772 0.17547406993982545
0.2737252068422861 131.33100501240207 -15.152529034258286 209.36228450658032 7.076285315151067 4.229752289863014 0.16916615172135163
0.2996458148554521 130.2209247665459 -21.272285290641086 206.8189868839397 3.674947515960775 5.273820236561486 0.15816701707795114
0.29421743299816594 131.59875593860693 -20.22350018782888 207.17275374832477 4.196888073301244 3.3631405515820934 0.16545503497053599
0.31316958815591905 134.05380403784332 -25.629022472666218 207.97761267281905 3.6537915506064795 5.103834268081805 0.15739149063204358
0.2775976418280107 133.62181471458746 -16.69992311028674 208.75016455887894 6.301963988494119 3.716042817585492 0.1724628693971481
0.2856367473263335 134.55515181706863 -18.84129009240018 210.6993470076461 5.542528824429 3.7713498848360496 0.16980273417996047
0.2686200975416769 133.77015084611003 -14.56778526098291 210.9266876061686 8.298414937918801 2.7080710086423156 0.17352869384094297
0.27640641246878733 132.74274423923856 -16.236912463851667 209.5857849487522 8.020463452528274 3.6182097477875645 0.1705567037579659
0.2882048114654788 132.62326279211175 -18.287932436424875 209.0755849829033 6.597337944621657 3.4443213178521335 0.17177533797959635
0.30512020992649014 135.55235300159853 -23.27993665872716 209.46582370267257 3.2248781654719614 4.951819003255227 0.16824800423719485
0.3067508165124543 134.98108959313865 -23.33362976626105 209.00003351630238 1.9022410372095546 5.161424999124933 0.17020634114074742
0.3014022952257713 136.27112742693404 -22.904184925862733 209.8564143372488 2.590680275261893 4.854980538625513 0.17026451101092713
0.2935406722813394 134.72106893143595 -19.639020436534068 208.12871077498386 5.059663258038933 4.477834657931122 0.17607342051968664
