s vism_ra vism_dec KOM F Q D
0.4687444777182447 53.68984082091185 40.229926393062144 210.2657783117313 9.460499765187977 0.7042411557855147 0.15729394753322445
0.46337861328902885 47.480215347790875 39.007000402730355 204.85219371535885 6.212007950659184 1.29577749910834 0.16335074230387495
0.4646833594922095 46.68427632849088 39.071077152368794 202.4091645341492 12.588327246733865 1.4912138314401133 0.16287320874586098
0.46270667989150627 48.171300550829784 39.13843109734644 205.6873780609185 0.35678770465941945 1.5949065421679256 0.16047410801836415
0.4588485901521411 53.575998439358514 39.73839778806194 207.24144891639276 4.040150323192233 1.2398023429331317 0.16578061931920127
0.46848204955352446 53.87008806999932 40.333576605763696 207.6091493985233 7.290255906793075 0.9618712528079866 0.1653821457031993
0.4659445368882693 50.819008456991206 39.81155003688931 204.27947045754865 6.951034619859696 1.1158557023223656 0.16344857709623298
0.46958988286403935 56.79630867122339 40.617880565450264 210.91506070110245 6.114873164135291 1.156287803064484 0.16055325709739368
0.46865804179128534 47.64463893999856 39.345093378910484 203.15141377248722 13.262132940626305 0.7775969987116234 0.16587404307848314
0.46906571753396537 48.591466419314045 39.538351922914096 203.86730363636673 11.195694339620502 0.8252750334889337 0.16461073687902877
0.4677445257790474 50.280093387698486 39.783176168321134 205.7223823735749 0.10574859413468829 1.6050892880022065 0.16325938278950788
0.4677445257790474 50.280093387698486 39.783176168321134 205.7223823735749 0.10574859413468829 1.6050892880022065 0.16325938278950788
0.46225501792646495 49.2451537016646 39.36397314005442 204.9940649971735 6.397782020334716 1.415442613757794 0.16128344988941543
0.4610619420870134 49.393953922264416 39.3662659178742 205.0600667998098 7.777895348998837 1.4963473694072023 0.16139074302675455
0.4590529988792086 55.3203897500709 39.79983902666171 208.4007346060025 9.428054362211036 0.6970594376143281 0.16322190258102645
0.4640242874679776 50.75766261333684 39.624862892040646 205.89914576217066 11.923953135453882 0.5952404202524342 0.16423934120602923
0.47036371570994456 49.80341276111397 39.94399192594017 206.08610095993734 13.977553807640984 0.8962547239563672 0.16053475076601478
0.4636749863229563 51.86507380258828 39.81600714058875 205.23391138357624 2.8118307127325997 1.374509419714132 0.16524040482471364
0.474095951716047 50.31443267342555 40.18905069608717 206.91850180309632 13.845896986291068 0.018552358073432584 0.16609672255664196
0.4613050310972664 53.9677345510647 39.705910286969164 207.11477472087628 12.989876574253056 1.2873975984201813 0.16539983137075695
0.4634886264010888 53.468086105532024 39.97191158588834 208.13921070980714 9.502154109777656 0.9396911784580032 0.16190135677642523
