s vism_ra vism_dec KOM F Q D
0.02080238373720064 27.447285953201458 53.612789661708774 209.9527588776162 1.7115422325619591 17.93362905208045 0.12226523300469298
0.020953034422204815 27.27208527471571 54.18522083711861 210.105788890843 1.7624539053846597 18.05568065881277 0.12130596815555302
0.017727880149734306 35.89830599179031 43.61481267668681 209.0486588783861 1.7660049399062023 30.384079296680184 0.14701584858374744
0.02213714530395273 14.985693399498746 52.63664864167179 208.6917311284648 9.875641459524832 15.247956132896414 0.10785536350191696
0.013811681384912367 48.25986737404294 29.36096625487136 208.51803392108445 3.8139407011847313 15.713872736776416 0.1722688546458888
0.01317464747695943 54.354826299925186 26.199463765990178 208.32420462993588 3.869318039293983 14.705782466509895 0.18254224479745623
0.014376674380697566 44.61991401039752 30.593663537593994 208.09837151187256 1.7897125908755451 14.935064991529483 0.16836954091208164
0.01398081093506183 45.79048859095317 29.211404108836696 208.65804263909965 1.80016163571582 14.622325803725165 0.16988906885710206
0.015098546606376039 37.450564315211594 32.9592733109575 206.30807317941517 19.07992981151809 18.84200785886317 0.15577893426108505
0.013066614705579172 54.13271343456306 25.65129489086936 207.50328806650714 7.049163260075645 11.052422202399327 0.18328574886225546
0.013869279816387591 47.0019738014771 29.184017430644683 206.4610076356964 11.910542403093359 16.64567176021102 0.1711659050548158
0.015418350461483014 38.408393228133804 35.00836171635833 208.82058768219636 2.8929319075919175 17.749327342600257 0.15559739662723276
0.016507753758458754 26.483842435568963 31.2031271175237 200.1034804263908 2.034587282690188 15.354204132946906 0.15646119140222328
0.012955236037991587 46.30361655665077 18.78879437572816 200.48283746550194 8.001947023633141 15.688949164004791 0.18636970302287123
0.018361120209606226 18.22946672753932 40.66854144625859 205.33276698728176 10.507910903072574 11.691196283877876 0.12715248658145822
0.017768594255667076 27.171264995302614 39.936965417115346 204.7186843955379 3.674837655504388 15.972267010094454 0.14412329508570298
0.02021954159257345 23.184120981867856 49.88485243397263 207.94868506397134 6.588795998616467 11.67411139760273 0.12362752809885623
0.020185635728045104 23.435479082150884 49.89085103216719 208.12112244445427 6.63348849775219 12.18771242811083 0.12349979401849936
0.022130703626776105 9.242760546533464 49.56838182021892 206.37140932874073 1.902210752627804 18.079014854302038 0.10488777109688041
0.016009717556776937 25.010894646554185 28.956149777510355 200.84086887212922 13.732590932236677 14.757225568039727 0.15386164137650163
0.020196709708027734 21.91927099422883 49.95328320797518 208.53477321230895 15.60801804783716 7.364587213252356 0.1187508345935016
0.016497659169021357 34.93311172909979 40.54977260591177 210.99494269775087 2.4478217069858235 16.027219547593244 0.1417877192240542
0.013294216671364082 51.18705302880832 26.61251438388863 204.73991299504075 7.432044270151604 11.708269107837534 0.1781918921376705
0.0222965002265456 7.107963928409301 48.045079546789836 202.58876478493215 5.177784844415147 16.907869771595003 0.10767575612019875
0.01591740177106656 35.042122535046495 35.41743995795289 206.39402718067979 4.495893206537126 15.83688506924602 0.15378446944184948
0.015868164699925198 34.03946376761836 34.96233688857919 205.85708197530258 2.9440053504278847 15.670305442313214 0.15273425964606197
0.015440753082643536 34.33130705226611 32.87169159940142 205.4986073300931 6.016009221610201 13.252586252459327 0.15445172102934496
0.015470213281755369 34.154952390270324 32.9834834031559 205.48973741845808 5.991996952931806 13.16502145110012 0.15415765589315308
