58768.986109166566,26310.422354934217,711.4226160771062,25481.83005347933,404.79878698200184
58769.152952670134,25827.929875356916,319.238543722042,25325.05047858159,377.5511710571496
58769.28864958833,26835.880562479553,701.5099582705292,24313.830016490276,545.5591375676253
58843.75503196641,25104.477585810568,284.4875056075801,24926.56721597305,189.0389596076225
58843.92186787488,25130.713926047232,240.3468598963213,25291.33335205808,227.16636156216455
58844.06783628273,25627.296863173793,272.28929373444294,25559.52317466477,188.99252058566884
58844.74879011938,25763.979425029283,184.92685778331924,25460.302331783474,185.0126924703175
58844.915591227895,26117.494591676063,138.90766975786173,26201.24437968917,148.3247200707914
58845.068503644296,26029.566476824846,260.27443914351295,26041.37693480488,234.99105466176684
58845.70471332777,28378.947088904246,368.5334391573851,28997.56382758605,504.00835725781303
58845.87150264418,29126.988805085926,294.03270862626067,29135.35368303654,322.48829635832976
58846.03832673687,29685.66052224789,532.3799151167709,29399.591622579443,549.8066022164572
58846.737439386954,32601.85577778984,298.6066440685267,32631.32594634993,482.1120481042655
58846.904309725374,32560.896527334226,403.19523866234806,32477.06549731457,319.39856715100257
58847.057187467624,32203.447878746305,182.1669250529522,32621.286155496367,268.1368939278535
58847.72735366922,30271.1712911485,263.43307049877467,30286.90071968805,482.10822205619746
58847.89411976051,30168.598417853224,205.4967620798653,30448.531242890364,188.94247699073532
58848.05284203331,28577.200645813806,584.8167507255818,29131.909074788913,317.7832625514495
58848.71133025468,28564.413786591736,326.52991914283876,28459.144068550813,366.26087074472053
58848.87815412104,28033.7607038608,291.19349428730277,27808.655990142164,358.13714708320174
58849.04266321295,26438.268674555802,314.95188225213957,27168.476024852636,314.7130235852959
