s zeta vism_zeta KOM F Q D
0.15278681606629368 152.72760494906004 -24.677803888323304 193.84004339281546 2.1325727902639895 2.8864861723287842 0.13698348074075767
0.15223604867401158 152.56532559794266 -24.382606527533095 193.867886782657 3.128083241006123 2.9102763632729394 0.13701788700555376
0.15303683381207814 152.03759827772188 -24.255522865010317 193.320859975381 3.423628860828864 2.8434849157232605 0.136391044451398
0.15306294348674565 152.3511883375318 -24.446020195226893 193.63212958843837 3.4897037142614105 2.8675125389126093 0.13649041264127923
0.21764064940897984 45.65784426642298 98.29291662574454 266.06464702897904 0.5137027122096146 4.4243232021801 0.08414658967962124
0.21764064940897984 45.65784426642298 98.29291662574454 266.06464702897904 0.5137027122096146 4.4243232021801 0.08414658967962124
0.18122379612480882 126.23578623562311 -24.80657643681996 168.33688548908708 6.863867504502433 2.4985827220140764 0.10908034984632681
0.13523557180065915 142.10415026128612 -9.916679690587916 184.3358478887812 0.0673722969595616 3.4424581237953173 0.14607011205979725
0.17577758679574434 127.66132258058103 -24.117282591220864 171.44620881351716 7.068648776805773 5.174894505395271 0.10688621810342724
0.14026713551865344 2.9759729293541035 53.13381054632961 225.475872319097 3.272883124001522 3.131714729298408 0.1484344847256641
0.13881392428057812 1.2818952414982796 50.61929740419828 223.90131023923678 3.2190629494457967 3.183690147807858 0.15014447907336786
0.15592010579416846 135.9813376232214 -16.285694549421862 176.35343093096557 5.4419187409619365 1.5337281625915042 0.1338744530154918
0.2301740814957702 106.10148807860848 -37.508843320033364 148.91065234783667 1.64083796200836 5.223399236928547 0.07889216220197905
0.16842235867370214 19.39454927003792 79.63215842282028 239.76905596222406 4.893301984300407 0.9909038848944096 0.1255859215355484
0.15651901689087278 6.8661383872989035 61.23899144778399 228.1591880593005 1.9154277959228634 3.9849621930654813 0.12695176457248433
0.15651901689087278 6.8661383872989035 61.23899144778399 228.1591880593005 1.9154277959228634 3.9849621930654813 0.12695176457248433
0.15651901689087278 6.8661383872989035 61.23899144778399 228.1591880593005 1.9154277959228634 3.9849621930654813 0.12695176457248433
0.13576409182965668 137.72743837284423 -6.934759234205513 178.52692334663655 3.1057114412892908 3.989990235203932 0.15075416864542923
0.13732267184955876 138.93233875505695 -8.502420977436522 180.06061502496016 3.7989501099977265 3.547732507602881 0.14936973755765048
0.10722864515535382 154.4527455915549 0.7524744191319179 196.61564626881793 3.5461714510412263 3.9404875126979952 0.18747501579068376
0.1744549769747711 125.71048007110663 -22.47118270726659 167.03680223884564 2.540668794945378 2.6431334889962566 0.11420417551852592
0.16579139442239907 130.10844352388793 -19.749214949049765 170.84789004161715 2.785793617875556 1.9387553982521477 0.12135483662522606
